CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
10-01-0419-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,"INSTITUTO TECNICO PRIVADO ""JOSE ORTEGA Y GASSET""",2A. AVENIDA 1-37 ZONA 2 COLONIA ACEITUNO,35153409.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,CLAUDIA NOHEMI GUZMÁN MARTÍNEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-0420-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,"INSTITUTO TECNICO PRIVADO ""JOSE ORTEGA Y GASSET""",2DA. AVENIDA 1-37 ZONA 2 COLONIA ACEITUNO,35153409.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,CLAUDIA NOHEMI GUZMÁN MARTÍNEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-0879-46,10-,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA RAFAEL LANDIVAR,12 CALLE 4-57 ZONA 1,78722086.0,CARLOS FILEMON SAMAYOA MADRID,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-0880-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CIENCIA Y DESARROLLO' (PLAN FIN DE SEMANA),CALZADA CENTENARIO,,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,S/D,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-0881-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA RAFAEL LANDIVAR (PLAN FIN DE SEMANA),12 CALLE 4-57 ZONA 1,78722086.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,.,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-0911-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO SANTA MARIA DEL CAMINO,"1A, CALLE 1-33 ZONA 1",78729127.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,CARLOS ROLANDO FLORES SARDÁ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-0912-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO NORMAL RAFAEL LANDIVAR,CANTON SANTA CRISTINA,78725695.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,CLAUDIA MARÍA RAMÍREZ MARROQUÍN,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-0914-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA MIGUEL ANGEL ASTURIAS (PLAN FIN DE SEMANA),7MA. CALLE 0-54 ZONA 1,42045893.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,GRISELDA NOHEMÍ TELLO ALDANA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-1168-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,"COLEGIO PARTICULAR MIXTO ""LA ILUSTRACION""","3A AVE 4-92, ZONA 1",41639696.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,MARÍA ELENA ROCHA NAVARRO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-1171-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO DE COMPUTACION INFORMATICA,"COLONIA SAN BARTOLOME, 4A. CALLE FINAL",78679993.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,JOSÉ MARÍA RODRÍGUEZ TOMÁS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-1730-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO URBANO MIXTO BEATO HERMANO PEDRO,"10 CALLE 5-92, ZONA 1",78722688.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-1796-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO BEATO HERMANO PEDRO,10 CALLE 5-92 ZONA 1,78722688.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,DESCONOCIDO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-1951-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO DE ESTUDIOS SUPERIORES INTEGRALES,6A. AVENIDA NORTE 4-28 ZONA 1,78720984.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,OVIDIO AUGUSTO ALONZO VELÁSQUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-1955-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO PANAMERICANO,"3A. AVENIDA Y 1A. CALLE FINAL ZONA 3, LOTIFICACION RAMIREZ",87215508.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-1956-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO LICEO MAZATECO,6A. AVENIDA 2-21 ZONA 1,58602635.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,ALBA PATRICIA CIFUENTES DIAZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-2106-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO CENTRAL DE SUCHITEPEQUEZ,6A. AVE. 2-21 ZONA 1,,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,ANTONIO ABELARDO OSORIO MONJARÁS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2213-46,25-000,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER),SIN DIRECCION,,SONIA HAYDEE REYES MONTERROSO,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,SUCHITEPÉQUEZ
10-01-2216-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,LICEO TECNICO DEL SUR,BARRIO LA UNION 3-00 ZONA 2,78724800.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,MARTA OLIMPIA OAJACA SANTIZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-2217-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,LICEO TECNICO DEL SUR,BARRIO LA UNION 3-00 ZONA 2,78724800.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,MARTHA OLIMPIA OAJACA SANTIZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-2218-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,LICEO TECNICO DEL SUR,BARRIO LA UNION 3-00 ZONA 2,78724800.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,MARTA OLIMPIA OAJACA SANTIZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-2279-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO ROSARIO,2AV. 4-84 ZONA 1,51591615.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,CARLOS ALBERTO SARDÁ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-2285-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO ROSARIO,2A. AVENIDA 4-84 ZONA 1,51591615.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,CARLOS ALBERTO SARDÁ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-2289-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO CENTRO EDUCATIVO INTEGRAL CRISTIANO FUENTE DE BENDICION,7A. AVENIDA 8-31 ZONA 1,78720315.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,ANA DELFINA FUENTES RIVAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2327-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,ESCUELA NORMAL DE EDUCACION FISICA,1ERA. CALLE Y 5TA. AV. ENTRADA COL. STA. FE A LA PAR ESTADIO,78705186.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,MIGUEL ANGEL VALLEJO FIGUEROA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-2340-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO TECNOLOGICO PRIVADO URBANO MIXTO FERDINAND LASSALLE,"AVENIDA DEL ESTADIO 2-50 CANTÓN RAYOS DEL SOL, ZONA 2",78727363.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,MARVIN GUSTAVO OROZCO BAUTISTA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-2373-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO 'BEATO HERMANO PEDRO',1A. AV. 10 CALLE 5-92 ZONA 1,78722688.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2374-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO 'BEATO HERMANO PEDRO',10 CALLE 5-92 ZONA 1,78722688.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2479-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO CIENTIFICO Y TECNOLOGICO 'BLAISE PASCAL',1A. AVENIDA SUR FINAL 12-70 ZONA 2,41985032.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,JAQUELINE ESPERANZA LIMA LINARES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-2481-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO PROFESIONAL VISION EDUCATIVA 2000,"2A. CALLE 2-65 ZONA 2, COLONIA MAYA BARRIO LA UNION",50102033.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,SANDRA TRINIDAD PEREZ DOMINGUEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2484-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO JOSE ERNESTO MONZON,2A. AVENIDA FINAL NORTE 1-27 ZONA 1,78718805.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,GLODY SUCELY OSORIO FIGUEROA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2485-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO JOSE ERNESTO MONZON,2DA. AVENIDA FINAL NORTE 1-27 ZONA 1,78718805.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,GLODY SUCELY OSORIO FIGUEROA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2500-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO 'SAN FRANCISCO DE ASIS',6A. AVENIDA NORTE ENTRE 4A. Y 5A. CALLE ZONA 1,,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2501-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO 'SAN FRANCISCO DE ASIS',6A. AVENIDA NORTE ENTRE 4A. Y 5A. CALLE ZONA 1,,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2506-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,"COLEGIO PARTICULAR MIXTO ""CENTROAMERICANO""",12 CALLE 5-03 ZONA 1,50194448.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,JOSÉ ANTONIO MEDRANO OROSCO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2507-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,"COLEGIO PARTICULAR MIXTO ""CENTROAMERICANO""",12 CALLE 5-03 ZONA 1,50194448.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,JOSÉ ANTONIO MEDRANO OROSCO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2531-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO CENTRO EDUCATIVO INTEGRAL CRISTIANO FUENTE DE BENDICION,7A. AVENIDA 8-31 ZONA 1,78720315.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,MARIO OTONIEL VALDÉS RODAS,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2591-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO TECNICO PRIVADO JOSE ORTEGA Y GASSET,2A. AVENIDA 1-37 ZONA 2 COLONIA ACEITUNO,35153409.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,CLAUDIA NOHEMI GUZMÁN MARTÍNEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-2604-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO TECNICO SUCHITEPEQUEZ,CALZADA CENTENARIO 1-00 ZONA 2 1ER. GRUPO COLONIA FLOR DEL CAFÉ,78679530.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,BRENDA LORENY PEREZ MAYORGA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2605-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO TECNICO SUCHITEPEQUEZ,CALZADA CENTENARIO 1-00 ZONA 2 1ER. GRUPO COLONIA FLOR DEL CAFÉ,78679530.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,BRENDA LORENY PEREZ MAYORGA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2617-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO PROFESIONAL VISION EDUCATIVA 2000,"2A. CALLE 2-65 ZONA 2, COLONIA MAYA BARRIO LA UNION",77911552.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,SANDRA TRINIDAD PEREZ DOMINGUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2649-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO CENTRO DE ESTUDIOS INTEGRALES CEI,1A. CALLE BARRIO LA ESPERANZA ZONA 2,59797134.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,DASIA YOSELINE CASTILLO LAM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-01-2685-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO DE ESTUDIOS SUPERIORES INTEGRALES,6A. AVENIDA NORTE 4-28 ZONA 1,78720984.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,ANGELA LUCRECIA LETONA MOTTA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-2689-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,"COLEGIO PARTICULAR MIXTO ""CENTROAMERICANO""",12 CALLE 5-03 ZONA 1,50194448.0,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,JOSÉ ANTONIO MEDRANO OROSCO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-2690-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO CENTRO DE ESTUDIOS INTEGRALES CEI,1A. CALLE BARRIO LA ESPERANZA ZONA 2,55133318.0,LUISA EUGENIA CORONADO MARTINEZ DE ROSALES,DASIA YOSELINE CASTILLO LAM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-01-2693-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO CRISTIANO MESOAMERICANO,CALZADA CENTENARIO 1-14 ZONA 2,,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-0004-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,"COLEGIO TECNICO PRIVADO MIXTO ""EL REDENTOR""","RESIDENCIALES ""LOS EUCALIPTOS"" DEL CENTRO UNO LA MAQUINA",,ERWIN RIGOBERTO AVILA,CESAR BARCO ASENCIO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-0005-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,"COLEGIO TECNICO PRIVADO MIXTO ""EL REDENTOR""","RESIDENCIALES ""LOS EUCALIPTOS "" DEL CENTRO UNO LA MAQUINA",,ERWIN RIGOBERTO AVILA,CESAR AUGUSTO BARCO ASENCIO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-0031-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CUYOTENANGO,CANTON PARROQUIA,78684492.0,ERWIN RIGOBERTO AVILA,ADÁN ELEAZAR MORALES AMBROSIO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-0032-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CUYOTENANGO,CENTRAL NO. 1 PARCELAMIENTO LA MAQUINA,,ERWIN RIGOBERTO AVILA,---,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-0052-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM. 169 CARRETERA AL PACIFICO,78683985.0,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-0053-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM. 169 CARRETERA AL PACIFICO,78683985.0,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-0056-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM. 169 CARRETERA AL PACIFICO,78683985.0,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SABATINO,SUCHITEPÉQUEZ
10-02-0057-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM. 169 CARRETERA AL PACIFICO,78683985.0,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-02-0059-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM. 169 CARRETERA AL PACIFICO,78683985.0,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-02-0063-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,"COLEGIO CATOLICO PRIVADO ""SAN JOSE""","CENTRO UNO, PARCELAMIENTO LA MAQUINA",79272441.0,ERWIN RIGOBERTO AVILA,MARIA GUADALUPE MEJIA CALDERON,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-0073-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO LICEO CUYOTECO,2A. AVENIDA 2-27 ZONA 1,47698076.0,ERWIN RIGOBERTO AVILA,SERGIO AMÍLCAR DÍAZ AGUILAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ
10-02-0074-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM. 169 CARRETERA AL PACIFICO,78683985.0,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ
10-02-0452-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO 'SUPERACION',"CENTRO URBANO NO.1, LOTE NO.44 PARCELAMIENTO LA MAQUINA",78580770.0,ERWIN RIGOBERTO AVILA,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-0887-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO EVANGELICO PRIVADO MIXTO EBEN-EZER,"CENTRO UNO, PARCELAMIENTO LA MAQUINA",55642098.0,ERWIN RIGOBERTO AVILA,DESCONOCIDO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-2223-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO CENTRO DE ESTUDIOS AVANZADOS NUEVO HORIZONTE,CENTRO UNO PARCELAMIENTO LA MAQUINA,54867663.0,ERWIN RIGOBERTO AVILA,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-2224-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO CENTRO DE ESTUDIOS AVANZADOS 'NUEVO HORIZONTE',CENTRO UNO SAN JOSE LA MAQUINA,,ERWIN RIGOBERTO AVILA,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ
10-02-2226-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO CENTRO DE ESTUDIOS AVANZADOS 'NUEVO HORIZONTE' (POR MADUREZ),CENTRO UNO SAN JOSE LA MAQUINA,,ERWIN RIGOBERTO AVILA,DESCONOCIDO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-02-2258-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO 'LICEO CUYOTECO',2A. AVENIDA 2-27 ZONA 1,78684337.0,ERWIN RIGOBERTO AVILA,SERGIO AMÍLCAR DÍAZ AGUILAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ
10-02-2325-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM.169 CARRETERA AL PACIFICO,78683985.0,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ
